	1wt_fbs1	2ko_fbs1	3wt_ink1	4ko_ink1	5wt_fbs2	6ko_fbs2	7wt_ink2	8ko_ink2	9wt_fbs3	10ko_fbs3	11wt_ink3	12ko_ink3
Tm4sf4	0	0	0	0	0	1	0	1	0	0	0	0
Tm4sf5	7	22	7	5	51	25	5	11	16	32	17	23
Tm6sf1	15	35	12	72	32	46	13	75	21	54	25	106
Tm6sf2	7	18	13	6	29	10	11	6	16	12	15	16
Tm7sf2	35	68	34	95	148	97	41	111	121	110	68	174
Tm7sf3	1011	1068	815	1692	1922	1511	1054	2040	1450	1666	1907	2993
Tm9sf1	290	642	292	765	814	925	339	820	673	1021	651	1205
Tm9sf2	998	2933	1232	2840	3744	3442	1256	2867	2913	4141	2325	4442
Tm9sf3	1206	3336	1327	3175	4839	3825	1276	3241	3779	4358	2646	5174
Tm9sf4	653	1617	585	1437	1932	1966	595	1595	1517	2463	1249	2182
Tma16	532	1074	400	607	2596	1375	462	642	1858	1568	928	1155
Tma7	772	1436	558	1036	4138	2070	557	1136	3116	2545	1663	1981
Tmbim1	221	365	137	210	585	372	107	229	519	439	245	322
Tmbim4	103	300	87	221	456	366	89	243	279	437	185	363
Tmbim6	1308	2795	1076	2274	5411	3640	1223	2342	4390	4286	2467	3556
Tmbim7	0	0	1	0	0	0	1	1	0	0	0	0
Tmc1	3	5	1	4	6	3	1	2	3	5	5	3
Tmc2	13	23	11	40	16	27	9	34	16	17	15	64
Tmc3	30	13	3	9	10	8	4	7	8	12	6	8
Tmc4	35	61	55	53	188	78	76	76	117	82	127	78
Tmc5	0	13	0	6	11	19	1	6	1	23	2	13
Tmc6	346	740	331	755	686	925	407	829	510	1138	746	1108
Tmc7	26	240	16	197	110	320	19	232	84	331	27	405
Tmc8	55	99	48	139	125	148	72	160	96	160	105	225
Tmcc1	187	651	216	656	572	768	229	618	462	871	465	1032
Tmcc2	169	334	269	580	366	517	338	686	366	524	524	1092
Tmcc3	23	383	10	42	163	388	5	42	147	442	16	71
Tmco1	595	639	408	504	2188	720	429	537	1661	932	979	921
Tmco2	0	0	0	0	0	0	0	0	0	0	0	0
Tmco3	183	270	191	308	437	342	185	338	346	349	351	520
Tmco4	94	110	102	75	190	122	121	99	145	145	194	115
Tmco5	0	1	1	4	1	1	3	0	1	0	1	1
Tmco5b	1	1	0	0	1	0	0	0	0	1	0	0
Tmco6	134	138	106	155	317	209	133	205	261	277	253	342
Tmed1	139	375	130	381	508	455	173	392	385	582	336	638
Tmed10	1015	2870	831	2377	3937	3594	919	2503	3173	4282	1917	4046
Tmed11	0	0	0	0	0	0	0	0	0	0	0	0
Tmed2	812	2951	664	1542	4603	3436	721	1545	3229	4116	1426	2697
Tmed3	52	110	51	54	117	127	55	68	89	169	83	105
Tmed4	174	388	180	367	599	512	212	407	473	605	400	642
Tmed5	285	1011	283	749	1593	1087	297	783	1106	1387	628	1215
Tmed6	1	3	0	6	7	6	4	3	3	3	5	10
Tmed7	724	2158	762	1708	3539	2346	848	1826	2577	2833	1755	2880
Tmed8	955	1264	640	1371	1878	1349	591	1383	1545	1492	1220	1910
Tmed9	505	1369	422	1142	2485	1873	452	1271	1841	2256	1038	2000
Tmeff1	1102	1447	876	1888	2981	1833	899	2094	2168	2142	1895	3203
Tmeff2	4	16	3	7	5	22	1	14	3	23	3	21
Tmem100	1	36	2	29	11	46	2	19	5	55	0	38
Tmem101	147	283	111	269	451	394	137	276	308	492	248	472
Tmem102	0	0	0	0	0	0	0	0	0	0	0	0
Tmem104	135	386	101	288	318	479	105	284	228	468	237	418
Tmem106a	5	133	39	103	60	159	29	79	45	212	47	153
Tmem106b	669	523	287	636	686	597	300	674	464	716	627	1008
Tmem106c	75	182	59	129	232	216	73	147	142	256	155	266
Tmem107	45	134	53	119	227	188	53	147	158	191	101	236
Tmem108	15	74	46	9	52	76	44	13	34	71	116	30
Tmem109	152	454	90	245	557	617	80	323	521	684	193	469
Tmem11	299	1589	272	1112	1386	2089	319	1142	1048	2509	584	1925
Tmem110	112	340	115	321	376	415	106	320	278	465	289	511
Tmem114	0	3	0	0	3	3	0	0	1	1	0	0
Tmem115	157	468	164	463	508	560	184	496	467	685	299	867
Tmem116	6	24	1	25	11	30	2	20	14	33	5	36
Tmem117	24	32	50	54	49	25	50	42	36	25	99	76
Tmem119	3	19	3	14	8	13	4	27	6	7	4	55
Tmem120a	65	305	70	266	375	402	98	259	239	419	150	335
Tmem120b	128	162	67	115	186	192	61	121	168	234	156	208
Tmem121	14	154	27	155	127	235	38	176	88	281	49	314
Tmem123	184	621	278	499	897	712	271	484	570	818	503	849
Tmem125	14	42	27	35	122	87	35	30	121	96	82	39
Tmem126a	226	311	251	437	1095	391	239	406	817	444	598	651
Tmem126b	127	171	119	203	338	240	115	215	242	248	201	359
Tmem127	284	612	354	778	855	672	409	808	749	807	795	1132
Tmem128	144	226	71	217	396	287	82	247	290	366	177	439
Tmem129	87	95	66	90	212	96	64	99	176	147	122	168
Tmem130	6	61	3	18	31	76	4	18	24	70	8	40
Tmem131	7132	6671	6877	5678	18785	8035	7443	5884	15445	8944	14464	9348
Tmem132a	126	1487	163	1481	713	2026	200	1637	589	2458	434	2644
Tmem132b	3	9	7	10	5	7	1	13	1	8	15	26
Tmem132c	4	64	3	15	13	65	5	26	11	83	12	39
Tmem132cos	2	2	3	2	0	2	1	2	2	9	1	5
Tmem132d	16	25	133	26	53	31	153	21	45	29	258	41
Tmem132e	3	50	1	31	6	56	2	26	5	62	5	61
Tmem134	119	310	125	292	308	409	164	327	248	468	317	508
Tmem135	227	546	162	361	850	711	200	403	567	742	341	617
Tmem136	175	249	184	423	332	293	224	474	297	325	470	667
Tmem138	148	183	129	252	491	208	100	245	390	240	334	361
Tmem139	5	10	0	3	9	7	1	5	5	5	1	2
Tmem140	0	3	0	2	3	3	3	4	4	4	6	6
Tmem141	38	44	10	26	113	74	14	32	119	68	34	51
Tmem143	195	117	103	104	467	178	177	146	323	192	316	196
Tmem144	225	100	91	142	122	118	85	170	83	162	208	186
Tmem145	16	48	19	87	26	60	44	89	32	65	47	119
Tmem147	158	388	183	537	697	574	213	567	585	639	414	812
Tmem14a	25	78	30	24	106	85	28	26	69	117	42	36
Tmem14c	243	690	124	355	976	866	133	431	770	1013	309	636
Tmem150a	116	68	86	112	199	95	108	101	195	87	222	149
Tmem150b	8	13	15	12	28	14	14	10	33	15	30	15
Tmem150c	9	7	7	3	17	6	7	7	16	3	7	10
Tmem150cos	0	2	0	0	0	0	0	1	0	0	0	1
Tmem151a	80	83	36	183	69	114	43	213	68	139	76	226
Tmem151b	83	82	119	285	426	77	123	297	296	91	240	427
Tmem154	10	23	27	31	15	16	21	28	19	26	64	50
Tmem158	9	65	4	79	53	83	5	63	33	78	19	127
Tmem159	30	122	26	46	72	142	22	46	56	147	52	93
Tmem160	57	266	58	239	439	326	95	253	335	415	163	395
Tmem161a	267	287	240	413	769	416	312	504	600	479	590	714
Tmem161b	278	430	219	369	728	513	177	364	586	595	448	616
Tmem163	1	12	4	2	4	4	2	4	4	10	3	6
Tmem164	102	1051	120	738	506	1277	162	862	476	1460	297	1359
Tmem165	589	1284	503	1151	1917	1489	568	1194	1570	1825	1089	1915
Tmem167	482	1929	482	1379	2674	2203	493	1360	1955	2524	903	2241
Tmem167b	235	271	174	396	692	296	178	400	472	405	339	605
Tmem168	277	1352	280	1012	987	1395	280	1083	758	1592	496	1737
Tmem169	2	7	0	6	22	13	1	4	9	16	3	15
Tmem17	28	85	29	51	129	98	28	79	81	141	68	85
Tmem170	164	335	161	234	685	348	156	224	518	368	302	346
Tmem170b	213	444	165	403	559	538	161	376	450	507	356	573
Tmem171	3	1	0	0	0	1	0	2	0	2	0	0
Tmem173	7	167	2	71	40	270	3	68	35	260	13	157
Tmem174	0	1	0	0	0	0	0	0	0	0	0	0
Tmem175	110	113	89	149	112	145	97	180	91	162	210	293
Tmem176a	1	8	3	13	4	17	1	14	4	12	4	13
Tmem176b	0	11	2	24	2	13	4	18	6	13	7	41
Tmem177	79	48	88	70	329	61	96	82	259	68	170	132
Tmem178	0	10	9	18	7	22	7	20	4	20	21	39
Tmem178b	5	5	6	4	3	4	1	2	2	8	4	12
Tmem179	48	7	20	8	88	4	37	10	89	8	42	16
Tmem179b	95	137	85	125	264	166	77	134	180	172	200	225
Tmem18	226	382	190	253	617	461	206	273	451	503	432	408
Tmem180	283	319	179	377	1029	461	262	439	750	556	496	824
Tmem181a	251	113	176	264	382	112	221	285	366	129	395	376
Tmem181b-ps	64	197	83	216	106	190	74	155	91	183	143	217
Tmem181c-ps	11	10	9	14	19	9	13	17	14	8	12	14
Tmem182	0	0	0	0	0	0	0	0	0	0	0	0
Tmem183a	1136	1753	885	1201	6131	2149	916	1181	4546	2452	1956	2028
Tmem184a	4	26	1	13	11	32	2	8	10	27	3	23
Tmem184b	308	958	399	833	1199	1149	431	861	983	1339	829	1175
Tmem184c	517	749	494	754	2026	876	501	792	1452	996	1285	1395
Tmem185b	191	229	273	268	601	249	245	268	533	282	538	423
Tmem186	489	236	398	387	1042	251	421	377	804	251	835	559
Tmem189	224	389	121	323	654	497	145	357	466	570	281	532
Tmem19	143	367	152	388	647	483	166	324	521	537	303	471
Tmem190	3	8	4	6	16	6	3	5	17	8	2	11
Tmem191c	94	102	51	132	103	138	53	149	98	169	138	203
Tmem192	186	287	132	260	339	350	113	223	231	416	262	371
Tmem194	851	887	738	1267	1628	1038	820	1405	1418	1131	1658	2096
Tmem194b	558	455	313	203	761	536	358	242	524	612	747	400
Tmem196	0	0	1	0	0	0	0	0	0	0	1	0
Tmem198	33	37	27	16	113	41	27	30	90	47	77	35
Tmem198b	35	87	29	78	76	98	34	86	73	150	83	160
Tmem199	267	376	208	307	755	523	210	312	607	619	477	503
Tmem2	702	3197	681	3986	2044	4306	693	4411	1726	4690	1441	7119
Tmem200a	0	32	6	38	2	26	2	47	4	38	9	61
Tmem200b	0	11	1	13	5	13	0	11	1	20	3	20
Tmem200c	4	5	4	19	3	6	1	30	4	5	3	32
Tmem201	901	1283	610	1193	1636	1555	691	1245	1340	1683	1291	1885
Tmem202	1	1	0	0	0	0	0	1	0	1	0	0
Tmem203	22	78	28	128	57	97	25	124	41	101	66	189
Tmem204	36	18	19	35	24	14	11	15	32	15	41	18
Tmem205	34	83	34	77	102	98	40	107	69	119	77	132
Tmem206	194	638	308	384	945	707	228	381	733	706	474	580
Tmem207	0	0	0	0	0	1	0	0	0	0	0	0
Tmem208	129	185	160	170	592	230	165	201	432	247	332	278
Tmem209	1400	937	741	893	2875	1145	793	924	2354	1402	1664	1470
Tmem210	0	0	1	2	0	0	0	4	0	1	0	5
Tmem211	11	5	0	2	3	6	3	3	2	3	6	6
Tmem212	0	0	0	0	0	0	0	0	0	0	0	0
Tmem213	0	2	0	0	0	2	0	1	0	6	0	0
Tmem214	532	793	390	1087	1379	1062	504	1187	1139	1233	858	1726
Tmem215	0	1	0	0	0	3	0	0	2	0	0	1
Tmem216	60	168	44	109	378	204	63	146	204	226	123	184
Tmem217	0	0	0	1	0	2	0	1	0	0	0	0
Tmem218	57	18	13	22	76	24	34	20	73	37	55	34
Tmem219	57	62	34	82	135	64	49	71	98	82	85	115
Tmem220	13	23	18	36	53	25	20	30	43	18	46	66
Tmem221	2	6	0	12	3	11	2	14	2	8	2	20
Tmem222	292	343	221	321	860	434	234	356	768	520	417	463
Tmem223	126	181	123	260	378	301	104	313	271	288	205	467
Tmem225	25	48	114	139	67	59	113	137	57	52	305	215
Tmem229a	10	46	9	71	65	45	10	73	49	57	20	111
Tmem229b	16	172	33	84	123	251	47	88	85	246	55	153
Tmem230	179	248	188	225	707	304	241	247	506	330	445	379
Tmem231	108	462	134	327	736	682	191	386	464	753	353	670
Tmem232	0	3	0	2	0	6	2	3	2	3	3	2
Tmem233	0	0	0	0	3	6	0	0	1	2	0	0
Tmem234	299	576	216	525	1167	810	268	576	828	922	627	955
Tmem235	4	10	2	2	13	12	2	8	7	8	8	4
Tmem236	0	11	0	3	1	6	0	2	2	10	0	5
Tmem237	290	240	268	357	1118	333	336	461	840	392	638	697
Tmem238	20	59	19	61	126	91	30	65	103	107	39	118
Tmem239	0	1	1	1	3	1	0	3	2	1	4	1
Tmem240	4	13	6	10	8	13	2	7	7	6	9	7
Tmem241	37	96	77	71	252	119	66	87	138	110	187	125
Tmem242	154	405	147	371	921	462	171	388	623	578	358	592
Tmem243	70	214	60	136	162	224	59	133	122	217	142	218
Tmem245	1228	1533	1264	1526	2337	1715	970	1508	2028	1717	2539	2037
Tmem246	74	123	74	218	76	137	73	220	66	192	124	292
Tmem247	0	1	0	0	0	0	0	1	0	0	0	0
Tmem248	827	2757	690	1737	3473	3196	643	1738	2665	3721	1432	2769
Tmem25	12	21	22	49	28	35	23	54	19	35	40	82
Tmem251	138	229	89	233	384	261	95	253	265	297	185	331
Tmem252	0	15	1	1	3	12	0	0	0	8	0	1
Tmem253	65	67	76	47	182	94	67	57	161	79	139	71
Tmem254a	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254b	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254c	0	0	0	0	0	0	0	0	0	0	0	0
Tmem255a	2	7	1	4	5	6	2	2	6	1	3	9
Tmem255b	1	0	1	0	0	0	1	0	4	1	2	1
Tmem256	91	161	73	200	331	261	107	235	237	252	219	307
Tmem258	176	500	174	372	1059	642	176	397	852	800	368	607
Tmem259	601	1209	577	1384	2068	1864	731	1511	1612	2031	1453	2289
Tmem26	0	5	0	0	0	6	0	2	1	5	1	0
Tmem260	34	108	56	104	94	152	60	102	85	138	87	171
Tmem261	80	273	69	323	421	342	111	295	333	412	211	433
Tmem263	341	1024	398	813	1666	1206	357	790	1303	1385	780	1225
Tmem265	132	186	168	207	431	229	172	314	424	265	365	375
Tmem27	0	0	0	0	0	0	0	0	0	0	0	0
Tmem28	28	84	23	112	71	94	24	118	82	115	31	201
Tmem29	51	196	49	70	308	235	53	87	223	226	119	167
Tmem30a	529	1277	538	1045	1956	1316	520	1010	1435	1637	1113	1614
Tmem30b	21	125	11	85	48	113	14	76	38	110	24	102
Tmem30c	0	5	2	0	5	7	1	0	2	7	9	6
Tmem33	365	1171	428	972	2175	1374	461	954	1563	1546	880	1558
Tmem35	3	45	1	10	15	48	1	27	13	62	2	37
Tmem37	34	175	14	34	169	203	22	27	109	268	41	61
Tmem38a	62	196	74	176	217	262	81	188	168	300	147	304
Tmem38b	171	251	126	217	512	357	141	236	348	436	334	380
Tmem39a	1889	1148	1471	1192	2269	1368	1530	1073	1936	1670	2805	1661
Tmem39b	154	290	109	234	598	391	139	300	501	401	291	387
Tmem40	8	46	3	1	44	65	1	6	27	61	4	3
Tmem41a	52	503	35	266	279	598	39	276	202	664	84	448
Tmem41b	380	876	275	472	1540	825	285	530	1133	1069	586	812
Tmem42	22	50	16	49	64	56	15	41	45	59	53	51
Tmem43	185	900	118	686	617	1041	134	696	497	1289	205	1105
Tmem44	23	73	38	158	111	109	47	156	99	132	85	279
Tmem45a	9	149	17	64	79	182	15	50	52	214	41	107
Tmem45a2	1	7	1	5	1	11	3	7	1	7	5	8
Tmem45b	56	167	86	96	140	150	52	106	124	135	101	164
Tmem47	414	1284	527	1346	1576	1474	432	1349	1285	1717	1015	2341
Tmem5	105	351	143	346	443	413	170	351	390	434	325	515
Tmem50a	246	340	153	371	742	454	187	381	582	555	337	684
Tmem50b	70	352	70	183	383	365	77	182	213	440	184	312
Tmem51	327	203	222	326	735	244	305	326	567	290	536	519
Tmem51os1	15	3	15	14	20	2	18	13	25	10	37	20
Tmem52	0	0	0	2	0	5	1	1	0	10	1	1
Tmem52b	0	0	0	0	0	0	0	0	0	0	0	0
Tmem53	2	11	1	1	14	10	0	1	5	4	1	7
Tmem54	4	50	7	47	40	44	2	49	19	68	7	80
Tmem55a	471	720	343	804	874	835	298	771	670	977	671	1230
Tmem55b	725	532	496	774	1195	646	569	788	967	830	986	1025
Tmem56	2	51	3	61	3	44	7	57	3	60	8	73
Tmem57	959	1681	671	1445	2845	2048	719	1451	2089	2313	1485	2357
Tmem59	589	1058	556	1324	1559	1186	538	1382	1303	1523	1102	2158
Tmem59l	18	112	36	78	97	144	48	77	70	142	68	160
Tmem60	77	168	66	176	226	210	60	165	177	212	140	327
Tmem62	51	159	16	73	76	169	14	128	78	201	25	165
Tmem63a	83	263	282	248	526	247	399	314	328	287	581	425
Tmem63b	305	1308	305	1247	1506	1716	367	1462	1162	2081	838	2199
Tmem63c	15	47	20	21	49	52	25	26	37	50	61	44
Tmem64	458	2367	712	2418	2035	2775	672	2599	1552	3358	1445	4080
Tmem65	169	561	148	506	749	623	152	497	500	753	272	776
Tmem67	122	147	94	161	209	173	77	177	210	203	185	328
Tmem68	171	402	152	338	621	410	130	308	469	524	307	492
Tmem69	377	720	415	456	2310	904	379	491	1669	857	767	793
Tmem70	190	1580	182	538	799	1890	210	654	602	2194	383	970
Tmem71	0	0	0	0	0	0	0	0	0	0	0	0
Tmem72	0	0	0	0	0	1	0	0	0	0	0	0
Tmem74	4	11	12	35	34	20	9	35	15	20	24	30
Tmem74b	2	11	0	10	10	13	2	9	8	24	6	13
Tmem79	43	138	66	214	267	194	52	216	197	204	121	289
Tmem8	316	551	182	995	537	790	256	1129	336	865	414	1520
Tmem80	56	78	115	107	138	93	121	158	140	102	288	226
Tmem81	74	39	80	22	257	36	90	12	239	38	231	30
Tmem82	64	75	57	100	119	65	58	90	88	105	115	117
Tmem86a	52	24	34	79	40	37	26	84	28	38	76	114
Tmem86b	33	56	24	56	76	64	25	54	52	78	38	65
Tmem87a	713	946	486	934	1651	1095	499	883	1184	1283	1036	1368
Tmem87b	359	605	358	609	806	682	388	589	673	719	766	864
Tmem88	43	85	67	106	275	119	74	97	222	155	183	179
Tmem88b	28	54	25	55	84	64	33	47	62	58	50	86
Tmem89	0	0	1	0	0	0	0	0	0	1	1	1
Tmem8b	43	103	61	176	123	133	60	181	82	132	136	241
Tmem8c	0	0	1	0	0	0	0	0	0	0	0	1
Tmem9	218	413	187	459	611	528	243	503	465	633	504	787
Tmem91	10	45	39	43	60	40	43	34	46	35	56	50
Tmem92	0	1	0	0	0	0	1	0	1	0	1	1
Tmem95	0	4	0	2	5	5	2	5	3	11	1	11
Tmem97	315	1200	246	856	1865	1651	253	861	1447	1988	525	1426
Tmem98	40	134	32	294	119	201	34	265	109	217	58	466
Tmem9b	81	148	40	149	153	173	54	161	149	194	80	235
Tmevpg1	0	0	0	0	0	0	0	0	0	0	0	0
Tmf1	863	1659	716	1487	2366	2010	691	1592	1607	2221	1594	2407
Tmie	2	8	1	7	1	9	6	21	6	14	5	28
Tmigd1	0	2	0	1	1	0	0	0	0	1	0	2
Tmigd3	0	1	0	1	1	1	0	0	0	1	0	0
Tmlhe	0	0	0	0	0	0	0	0	0	0	0	0
Tmod1	1	4	4	4	6	5	2	5	3	5	2	15
Tmod2	154	291	191	271	493	279	166	275	429	291	374	504
Tmod3	495	1598	361	998	2311	1873	414	943	1759	2180	831	1574
Tmod4	5	13	7	18	22	9	6	15	14	13	8	15
Tmpo	2986	6080	3541	5493	14184	7401	3664	5797	11220	8596	7541	9224
Tmppe	1339	1479	785	1505	1439	1746	717	1565	1404	1918	1649	2117
Tmprss11a	0	1	0	0	0	0	0	0	1	0	0	0
Tmprss11b	0	4	0	0	0	1	0	1	0	0	0	0
Tmprss11c	0	0	0	0	0	0	0	0	0	0	1	0
Tmprss11d	4	8	3	4	31	13	6	2	13	9	9	6
Tmprss11e	0	1	0	0	0	1	0	0	0	0	0	0
Tmprss11f	0	15	5	0	22	1	4	0	13	7	16	1
Tmprss11g	0	0	0	0	0	0	0	0	1	0	0	0
Tmprss12	13	16	13	7	65	13	25	9	46	30	32	15
Tmprss13	6	13	5	19	3	11	1	16	4	10	7	13
Tmprss15	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss2	5	17	2	4	7	18	0	8	7	17	4	11
Tmprss3	0	4	2	0	0	2	1	0	0	5	1	2
Tmprss4	0	2	0	0	1	3	0	0	2	0	0	0
Tmprss5	14	105	8	58	54	99	18	64	32	160	36	89
Tmprss6	5	13	7	6	9	12	3	9	10	10	7	11
Tmprss7	0	2	1	1	0	7	0	1	1	9	1	2
Tmprss9	4	14	1	7	12	6	3	11	11	2	9	10
Tmsb10	1599	3251	2118	2430	10516	4516	2067	2470	8461	5158	4629	4543
Tmsb15a	0	3	0	0	2	0	0	0	2	0	0	1
Tmsb15b1	5	5	3	1	14	4	2	5	11	10	4	10
Tmsb15b2	0	0	0	0	0	0	0	0	0	0	0	1
Tmsb15l	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb4x	405	1486	1143	1532	4190	1750	1158	1434	3398	2186	2019	2675
Tmtc1	81	172	102	251	260	209	114	227	204	222	213	343
Tmtc2	10	71	13	67	11	77	10	92	10	111	37	121
Tmtc3	693	2688	657	1845	2590	2995	539	1941	2014	3468	1292	2820
Tmtc4	94	249	93	152	222	297	101	203	144	356	229	360
Tmub1	30	50	22	82	93	86	22	72	66	106	51	127
Tmub2	159	369	138	296	417	419	145	289	337	507	291	480
Tmx1	401	954	355	628	1262	1080	331	648	1035	1269	671	1078
Tmx2	645	698	357	790	1568	825	401	916	1221	995	815	1335
Tmx3	723	1793	629	1312	2729	1933	600	1436	1906	2390	1271	2088
Tmx4	91	396	125	481	315	499	146	553	283	532	302	881
Tnc	7	63	0	17	15	75	0	15	13	75	0	15
Tnf	0	0	0	2	1	1	0	0	0	1	0	0
Tnfaip1	374	1152	379	784	2085	1446	403	763	1579	1664	849	1214
Tnfaip2	3	45	2	17	49	54	0	13	34	50	0	24
Tnfaip3	33	80	34	44	73	85	31	81	56	80	77	80
Tnfaip6	4	21	3	20	33	20	2	23	35	28	7	29
Tnfaip8	28	249	26	116	215	281	34	141	136	359	64	235
Tnfaip8l1	8	31	15	57	36	39	14	69	26	40	28	100
Tnfaip8l2	11	9	5	11	23	18	1	9	12	15	2	14
Tnfaip8l3	1	1	1	5	4	7	4	4	5	10	0	6
Tnfrsf10b	351	1366	259	798	955	1537	266	743	816	1797	517	1128
Tnfrsf11a	6	49	9	23	21	64	8	19	16	68	15	45
Tnfrsf11b	0	2	0	3	0	3	0	2	0	4	0	6
Tnfrsf12a	29	231	16	92	142	199	23	97	107	252	35	141
Tnfrsf13b	0	4	0	1	2	3	0	3	0	1	0	0
Tnfrsf13c	17	10	6	7	29	11	7	11	29	17	14	12
Tnfrsf14	0	1	0	1	3	0	1	1	1	3	0	3
Tnfrsf17	0	0	0	0	2	0	1	0	1	0	1	0
Tnfrsf18	17	32	64	65	57	39	39	58	37	23	81	87
Tnfrsf19	37	195	35	174	235	232	42	217	267	305	75	417
Tnfrsf1a	175	204	136	167	431	222	160	146	288	232	293	221
Tnfrsf1b	53	178	38	116	117	288	36	138	84	329	65	191
Tnfrsf21	149	907	233	705	581	1179	290	760	497	1459	468	1259
Tnfrsf22	40	189	67	159	349	177	79	190	253	269	144	295
Tnfrsf23	10	76	10	24	65	60	6	27	48	122	25	73
Tnfrsf25	3	55	10	26	75	46	12	19	35	46	22	34
Tnfrsf26	3	2	2	2	2	1	0	0	4	3	2	1
Tnfrsf4	15	17	17	11	60	29	14	10	37	28	33	19
Tnfrsf8	21	45	8	12	17	63	13	12	10	74	9	17
Tnfrsf9	0	3	2	0	7	2	4	4	9	8	6	4
Tnfsf10	55	126	61	90	200	181	47	84	153	161	106	143
Tnfsf11	3	82	24	98	154	123	22	112	126	114	51	175
Tnfsf12	32	61	63	64	75	72	67	105	77	93	104	123
Tnfsf13	16	13	42	21	41	15	37	26	49	23	66	37
Tnfsf13b	2	9	3	7	4	5	2	5	4	10	7	13
Tnfsf14	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf15	2	14	2	3	1	10	2	5	6	4	2	7
Tnfsf18	0	0	0	0	0	2	0	0	0	0	2	0
Tnfsf4	0	0	0	0	0	3	0	0	0	2	0	0
Tnfsf8	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf9	8	36	4	11	37	53	5	19	28	34	12	36
Tnfsfm13	0	0	0	0	0	0	0	0	0	0	0	0
Tnik	53	52	29	38	163	71	16	56	165	86	49	67
Tnip1	499	936	331	916	795	1232	332	974	526	1371	669	1491
Tnip2	102	222	117	236	246	309	120	256	182	358	270	354
Tnip3	0	4	0	0	3	2	0	1	0	2	0	1
Tnk1	32	108	18	46	73	121	40	66	40	110	89	79
Tnk2	1053	1823	1088	2358	3971	2388	1393	2566	2918	2503	2761	3738
Tnk2os	33	45	52	84	122	62	59	79	87	48	93	83
Tnks	2456	2593	2125	2432	3975	2897	1935	2361	3905	3059	4262	3468
Tnks1bp1	368	1194	413	1048	1519	1558	387	1200	1959	1614	926	1621
Tnks2	4811	8519	4336	7924	18395	9737	4255	7977	13898	11170	8830	11851
Tnmd	0	0	0	0	0	0	0	0	0	0	0	0
Tnn	0	2	0	1	4	1	1	1	5	2	1	1
Tnnc1	7	10	3	6	10	7	0	8	15	4	5	11
Tnnc2	2	15	1	12	12	23	0	8	6	24	1	9
Tnni1	0	4	0	2	10	2	1	2	9	4	0	2
Tnni2	0	10	0	0	0	2	0	0	0	1	0	0
Tnni3	10	65	18	16	93	87	22	24	76	105	76	49
Tnni3k	0	1	0	0	0	0	0	0	0	0	0	0
Tnnt1	20	55	25	18	107	79	42	31	92	102	63	42
Tnnt2	4	3	1	2	13	11	0	1	9	5	1	1
Tnnt3	0	19	0	3	1	24	0	2	2	26	0	4
Tnp1	0	0	0	0	0	0	0	0	0	0	0	0
Tnp2	0	1	0	2	0	2	0	0	2	1	1	2
Tnpo1	4874	7662	3717	6106	14693	8762	3392	5921	12737	9444	7236	8855
Tnpo2	2709	2959	2056	2822	6647	3563	2154	2887	5022	4153	4800	4087
Tnpo3	2594	3820	2195	3486	10158	4921	2170	3912	8458	5667	5678	6015
Tnr	0	2	0	1	0	0	1	0	0	0	2	1
Tnrc18	1276	1253	1631	1903	1703	1533	1755	2005	1445	1852	3412	3469
Tnrc6a	2518	4923	2517	5136	7137	5740	2487	5103	5717	6119	5850	7796
Tnrc6b	2047	2410	2258	4247	3313	2829	2146	4523	3295	3213	4686	6295
Tnrc6c	1787	2481	2727	4658	3535	3499	2677	5005	3197	3555	5831	7371
Tns1	518	520	604	269	2410	586	758	237	2109	635	1364	447
Tns2	57	245	19	107	259	287	21	80	206	291	39	183
Tns3	4566	5219	7372	7231	16032	6455	7000	7638	13743	6883	15712	10206
Tns4	12	47	13	13	29	51	4	10	22	72	11	12
Tnxb	3	14	2	4	12	8	3	4	4	14	15	11
Tob1	405	986	316	550	1463	1288	324	537	921	1363	650	904
Tob2	245	700	267	537	1130	799	291	562	874	883	505	894
Toe1	275	800	263	625	1208	1220	258	699	917	1265	630	1075
Tollip	781	795	492	995	1777	964	583	963	1295	1156	1034	1326
Tom1	685	462	565	1130	1262	625	569	1080	1019	723	1206	1673
Tom1l1	260	428	102	250	590	509	114	239	472	543	253	350
Tom1l2	247	187	227	461	369	232	272	499	328	292	471	635
Tomm20	3205	5236	2663	3988	13712	6276	2942	3924	10178	7900	5834	6494
Tomm20l	3	9	5	7	7	10	0	4	7	7	2	3
Tomm22	499	2096	408	1089	3653	2783	428	1132	2587	3313	954	1828
Tomm34	389	1166	434	651	2083	1537	449	618	1581	1730	956	947
Tomm40	825	2338	942	1864	6933	3346	1189	2058	5548	3824	2541	3183
Tomm40l	120	233	151	328	843	341	190	389	595	361	426	667
Tomm5	235	760	243	568	2213	901	267	578	1604	1236	553	869
Tomm6	245	733	240	430	1423	822	273	483	1077	1023	529	695
Tomm6os	7	11	10	18	24	9	11	12	20	11	25	19
Tomm7	386	874	289	829	1972	1283	344	806	1589	1467	722	1354
