"seqnames" "start" "end" "RIP4" "RIP5" "RIP6" "RIP1" "RIP2" "RIP3" "GeneID"
"4012" "chr12" 76386168 76386568 642 649 747 1063 717 511 "Zbtb1"
"4013" "chr12" 76387104 76387504 205 211 258 366 375 197 "Zbtb1"
"4014" "chr12" 76405971 76406487 100 101 129 313 133 138 "Hspa2"
"4015" "chr12" 76448292 76448692 333 299 363 645 404 231 "Gm10451"
"4016" "chr12" 76575847 76576617 475 396 434 444 470 383 "Plekhg3"
"4017" "chr12" 76578348 76578748 391 323 393 385 487 285 "Plekhg3"
"4018" "chr12" 76603374 76603774 27 39 33 23 20 16 "Sptb"
"4019" "chr12" 76612641 76613368 608 470 545 316 417 203 "Sptb"
"4020" "chr12" 76618971 76619371 3 10 19 1 5 4 "Sptb"
"4021" "chr12" 76620585 76620985 90 84 88 57 81 44 "Sptb"
"4022" "chr12" 76621011 76621411 413 495 487 311 438 202 "Sptb"
"4023" "chr12" 76937814 76938552 994 842 997 1733 1264 971 "Max"
"4024" "chr12" 77280248 77280648 73 52 87 126 66 124 "Fut8"
"4025" "chr12" 77331940 77332340 86 90 102 96 121 115 "Fut8"
"4026" "chr12" 77364794 77365194 66 64 101 66 116 76 "Fut8"
"4027" "chr12" 77388786 77389186 81 83 92 80 42 66 "Fut8"
"4028" "chr12" 77410018 77410418 23274 23257 31577 30460 14498 19550 "Fut8"
"4029" "chr12" 77475118 77475518 178 172 213 205 189 181 "Fut8"
"4030" "chr12" 77475642 77476042 104 87 110 139 122 147 "Fut8"
"4031" "chr12" 78260833 78261233 32 30 28 47 65 44 "Gphn"
"4032" "chr12" 78293443 78293843 23 22 39 41 77 27 "Gphn"
"4033" "chr12" 78304899 78305299 107 107 142 190 192 169 "Gphn"
"4034" "chr12" 78305410 78306024 93 127 121 165 72 149 "Gphn"
"4035" "chr12" 78306108 78307081 79 91 85 116 69 129 "Gphn"
"4036" "chr12" 78308780 78309180 68 40 49 76 139 149 "Gphn"
"4037" "chr12" 78317244 78317644 118 123 135 193 108 179 "Gphn"
"4038" "chr12" 78317789 78318929 86 104 97 123 96 137 "Gphn"
"4039" "chr12" 78319172 78319572 57 45 58 65 51 74 "Gphn"
"4040" "chr12" 78321060 78321460 7 14 7 13 12 15 "Gphn"
"4041" "chr12" 78322033 78322433 43 31 53 65 52 40 "Gphn"
"4042" "chr12" 78337590 78337990 21 14 26 37 47 35 "Gphn"
"4043" "chr12" 78338573 78338973 11 19 13 19 22 9 "Gphn"
"4044" "chr12" 78382573 78382973 51 38 51 48 70 75 "Gphn"
"4045" "chr12" 78383083 78383483 42 23 43 44 39 49 "Gphn"
"4046" "chr12" 78384070 78384632 30 25 21 29 37 36 "Gphn"
"4047" "chr12" 78390986 78391386 22 15 24 33 36 45 "Gphn"
"4048" "chr12" 78427415 78427815 20 8 19 13 17 25 "Gphn"
"4049" "chr12" 78427847 78428247 20 67 37 49 31 58 "Gphn"
"4050" "chr12" 78489876 78490276 10 5 17 8 15 16 "Gphn"
"4051" "chr12" 78781931 78782331 7 19 25 18 26 22 "Mpp5"
"4052" "chr12" 78797025 78797425 1393 1461 1448 1726 1968 1073 "Mpp5"
"4053" "chr12" 78809590 78809990 349 407 467 467 370 232 "Mpp5"
"4054" "chr12" 78837449 78837849 131 119 125 238 262 95 "Mpp5"
"4055" "chr12" 78964268 78964668 198 185 211 207 216 117 "Tmem229b"
"4056" "chr12" 79055043 79055443 153 163 167 159 144 93 "Plekhh1"
"4057" "chr12" 79175495 79175895 162 152 201 177 266 225 "Rdh11"
"4058" "chr12" 79175927 79176327 194 209 217 261 352 230 "Rdh11"
"4059" "chr12" 79233658 79234058 54 58 87 94 82 49 "Zfyve26"
"4060" "chr12" 79280234 79280634 170 180 203 148 213 188 "Zfyve26"
"4061" "chr12" 79393105 79393505 145 128 242 232 195 160 "Rad51b"
"4062" "chr12" 79415081 79415481 666 895 1150 712 750 576 "Rad51b"
"4063" "chr12" 79415885 79416285 234 315 343 157 191 196 "Rad51b"
"4064" "chr12" 79416316 79416716 147 133 125 74 96 110 "Rad51b"
"4065" "chr12" 79569977 79571006 484 527 724 494 270 365 "Rad51b"
"4066" "chr12" 79571041 79571441 93 118 137 62 64 89 "Rad51b"
"4067" "chr12" 79571605 79572005 117 142 174 133 75 105 "Rad51b"
"4068" "chr12" 79576842 79577242 53 68 94 61 40 55 "Rad51b"
"4069" "chr12" 79615334 79615734 36 27 46 48 38 32 "Rad51b"
"4070" "chr12" 79669870 79670270 195 198 227 109 140 126 "Rad51b"
"4071" "chr12" 79670274 79670924 335 393 387 237 373 162 "Rad51b"
"4072" "chr12" 80109342 80109742 1110 961 1183 1682 1036 1172 "Zfp36l1"
"4073" "chr12" 80109757 80110157 1105 898 1002 1312 718 1033 "Zfp36l1"
"4074" "chr12" 80338445 80338845 701 548 702 1066 925 512 "Mir1843a"
"4075" "chr12" 80339753 80340153 91 63 79 113 122 54 "Mir1843a"
"4076" "chr12" 80489377 80489777 46 57 56 41 131 28 "Exd2"
"4077" "chr12" 80644187 80644587 94 89 96 86 179 75 "Slc39a9"
"4078" "chr12" 80644649 80645049 70 79 89 44 98 53 "Slc39a9"
"4079" "chr12" 80662301 80662701 24 17 42 14 26 14 "Slc39a9"
"4080" "chr12" 80679675 80680345 432 474 482 267 287 255 "Slc39a9"
"4081" "chr12" 80719789 80720189 27 15 28 36 24 31 "Plekhd1"
"4082" "chr12" 80874249 80874649 97 80 122 247 342 201 "Susd6"
"4083" "chr12" 80944784 80945184 154 194 316 281 323 166 "Gm20337"
"4084" "chr12" 80949818 80950218 259 234 231 530 460 220 "Srsf5"
"4085" "chr12" 81103313 81103713 75 59 75 147 145 116 "Mir3067"
"4086" "chr12" 81186034 81186434 94 111 142 261 256 187 "Smoc1"
"4087" "chr12" 81392276 81392676 25 34 50 28 17 31 "Adam4"
"4088" "chr12" 81392276 81392676 25 34 50 28 17 31 "Cox16"
"4089" "chr12" 81392909 81394414 54 57 67 47 16 62 "Adam4"
"4090" "chr12" 81392909 81394414 54 57 67 47 16 62 "Cox16"
"4091" "chr12" 81432458 81433036 164 171 215 86 115 94 "Cox16"
"4092" "chr12" 81432458 81433036 164 171 215 86 115 94 "Synj2bp"
"4093" "chr12" 81433118 81433518 103 123 114 58 65 77 "Cox16"
"4094" "chr12" 81433118 81433518 103 123 114 58 65 77 "Synj2bp"
"4095" "chr12" 81462637 81463684 817 862 963 778 648 772 "Cox16"
"4096" "chr12" 81462637 81463684 817 862 963 778 648 772 "Synj2bp"
"4097" "chr12" 81463716 81464116 265 288 287 313 384 321 "Cox16"
"4098" "chr12" 81463716 81464116 265 288 287 313 384 321 "Synj2bp"
"4099" "chr12" 81465911 81467644 1603 1924 2351 1994 998 1732 "Cox16"
"4100" "chr12" 81465911 81467644 1603 1924 2351 1994 998 1732 "Synj2bp"
"4101" "chr12" 81493854 81494254 1480 1559 1980 1892 1237 1405 "Synj2bp"
"4102" "chr12" 81493854 81494254 1480 1559 1980 1892 1237 1405 "Synj2bp-cox16"
"4103" "chr12" 81495324 81496019 1169 1293 1703 1576 1240 1330 "Synj2bp"
"4104" "chr12" 81495324 81496019 1169 1293 1703 1576 1240 1330 "Synj2bp-cox16"
"4105" "chr12" 81497620 81498020 5 6 6 15 11 9 "Synj2bp"
"4106" "chr12" 81497620 81498020 5 6 6 15 11 9 "Synj2bp-cox16"
"4107" "chr12" 81503742 81504142 110 110 152 178 155 121 "Synj2bp"
"4108" "chr12" 81503742 81504142 110 110 152 178 155 121 "Synj2bp-cox16"
"4109" "chr12" 81507246 81507646 62 84 112 93 43 83 "Synj2bp"
"4110" "chr12" 81507246 81507646 62 84 112 93 43 83 "Synj2bp-cox16"
"4111" "chr12" 81722000 81722400 262 224 247 473 424 218 "Map3k9"
"4112" "chr12" 81724105 81724505 277 201 226 294 217 192 "Map3k9"
"4113" "chr12" 81743769 81744169 67 38 47 75 52 41 "Map3k9"
"4114" "chr12" 81772368 81772992 104 150 146 217 241 111 "Map3k9"
"4115" "chr12" 81918067 81918531 247 236 288 201 361 233 "Pcnx"
"4116" "chr12" 81919028 81919428 663 859 941 898 1042 824 "Pcnx"
"4117" "chr12" 81996066 81996466 146 159 171 122 148 98 "Pcnx"
"4118" "chr12" 82340536 82340936 58 37 51 119 157 52 "Sipa1l1"
"4119" "chr12" 82341676 82342360 844 920 1226 1929 1944 1149 "Sipa1l1"
"4120" "chr12" 82379416 82379816 19 24 28 26 51 84 "Sipa1l1"
"4121" "chr12" 82425089 82425489 166 160 226 426 389 207 "Sipa1l1"
"4122" "chr12" 82432611 82433011 102 49 82 135 94 83 "Sipa1l1"
"4123" "chr12" 83568299 83568699 80 78 81 186 175 67 "Zfyve1"
"4124" "chr12" 83568779 83569179 119 108 136 176 92 100 "Zfyve1"
"4125" "chr12" 83574697 83575325 253 242 283 503 464 257 "Zfyve1"
"4126" "chr12" 83594346 83594746 558 534 724 926 635 583 "Zfyve1"
"4127" "chr12" 83594912 83595312 794 689 847 1535 1062 774 "Zfyve1"
"4128" "chr12" 83660422 83660822 227 286 248 523 355 298 "Rbm25"
"4129" "chr12" 83663815 83664375 1972 1725 2016 5540 4181 2021 "Rbm25"
"4130" "chr12" 83667921 83668628 5114 4932 5772 12353 10037 5842 "Rbm25"
"4131" "chr12" 83671715 83672115 55 42 67 101 148 49 "Rbm25"
"4132" "chr12" 83672559 83672959 1765 1696 2031 4145 2918 1670 "Rbm25"
"4133" "chr12" 83674148 83674548 1247 1134 1447 2556 1732 1217 "Rbm25"
"4134" "chr12" 83734031 83734431 822 911 908 899 1042 760 "Psen1"
"4135" "chr12" 83950719 83951728 115 81 94 259 285 83 "2410016O06Rik"
"4136" "chr12" 83951961 83952794 283 205 215 611 469 274 "2410016O06Rik"
"4137" "chr12" 84016777 84017177 17 36 25 57 36 32 "Acot1"
"4138" "chr12" 84151390 84151790 222 176 234 224 175 176 "Elmsan1"
"4139" "chr12" 84152096 84152496 80 69 70 79 86 44 "Elmsan1"
"4140" "chr12" 84171563 84171963 81 61 71 78 61 46 "Elmsan1"
"4141" "chr12" 84172699 84173480 1785 1525 2137 2672 2572 1544 "Elmsan1"
"4142" "chr12" 84173753 84174385 677 648 764 681 878 515 "Elmsan1"
"4143" "chr12" 84193447 84193847 65 47 68 60 108 21 "Elmsan1"
"4144" "chr12" 84411000 84411400 34 32 35 41 31 29 "Rnf113a2"
"4145" "chr12" 84417508 84418194 325 299 249 684 532 282 "Ccdc176"
"4146" "chr12" 84417508 84418194 325 299 249 684 532 282 "Rnf113a2"
"4147" "chr12" 84529767 84530167 127 106 112 140 158 81 "Lin52"
"4148" "chr12" 84530196 84530596 168 189 180 209 104 81 "Lin52"
"4149" "chr12" 84602671 84603071 101 85 97 295 451 214 "Abcd4"
"4150" "chr12" 84649739 84650139 29 15 12 143 97 48 "Vrtn"
"4151" "chr12" 84919333 84920107 1747 1799 2141 1948 2615 1524 "Arel1"
"4152" "chr12" 85014762 85015162 1117 1128 1466 1250 1006 1353 "Ylpm1"
"4153" "chr12" 85028801 85029201 505 493 681 592 392 467 "Ylpm1"
"4154" "chr12" 85029384 85029784 2893 3323 3859 3903 4431 3327 "Ylpm1"
"4155" "chr12" 85030198 85030598 2817 3141 3955 3910 5119 2767 "Ylpm1"
"4156" "chr12" 85033747 85034147 207 253 244 264 369 241 "Ylpm1"
"4157" "chr12" 85040429 85040829 733 812 936 846 586 684 "Ylpm1"
"4158" "chr12" 85135603 85136003 39 45 38 61 50 56 "Rps6kl1"
"4159" "chr12" 85266175 85266788 234 331 314 277 270 176 "Mlh3"
"4160" "chr12" 85267202 85268541 1212 1453 1612 1440 1108 1005 "Mlh3"
"4161" "chr12" 85268947 85269347 68 86 88 98 125 54 "Mlh3"
"4162" "chr12" 85290095 85290495 10 15 15 17 28 9 "Zc2hc1c"
"4163" "chr12" 85298274 85298674 51 65 57 63 95 30 "Zc2hc1c"
"4164" "chr12" 85301506 85301906 229 183 284 260 242 101 "Nek9"
"4165" "chr12" 85343079 85343479 1717 1469 1819 1874 1909 2050 "Tmed10"
"4166" "chr12" 85638741 85639141 502 422 433 182 153 59 "Jdp2"
"4167" "chr12" 85746655 85747055 89 115 186 76 195 127 "Mfsd7c"
"4168" "chr12" 85824436 85824836 34 31 40 36 46 14 "0610007P14Rik"
"4169" "chr12" 86014169 86014569 14 12 28 51 41 36 "Ttll5"
"4170" "chr12" 86015213 86015613 14 27 28 29 42 24 "Ttll5"
"4171" "chr12" 86025942 86026342 59 77 66 141 145 90 "Ttll5"
"4172" "chr12" 86244338 86244738 294 332 361 359 450 273 "Gpatch2l"
"4173" "chr12" 86518843 86519243 1718 1297 1688 1981 2264 789 "Esrrb"
"4174" "chr12" 86521262 86521662 1280 1314 1479 1548 1147 703 "Esrrb"
"4175" "chr12" 86881674 86882415 2565 1914 2438 3229 2204 1329 "Irf2bpl"
"4176" "chr12" 86883645 86884442 319 249 320 452 374 230 "Irf2bpl"
"4177" "chr12" 86961743 86962143 364 336 355 517 386 237 "Cipc"
"4178" "chr12" 87089386 87089786 33 33 59 28 42 36 "Tmem63c"
"4179" "chr12" 87108887 87109287 215 286 282 311 547 345 "Pomt2"
"4180" "chr12" 87163795 87164195 193 151 242 243 196 126 "Gstz1"
"4181" "chr12" 87172201 87172601 54 51 56 78 92 44 "Tmed8"
"4182" "chr12" 87173937 87174337 138 119 170 225 313 122 "Tmed8"
"4183" "chr12" 87201387 87202108 65 65 64 78 66 40 "Samd15"
"4184" "chr12" 87239168 87239568 516 404 528 688 807 398 "Vipas39"
"4185" "chr12" 87279585 87279985 199 203 275 107 98 95 "Ism2"
"4186" "chr12" 87285029 87285429 74 87 111 47 55 38 "Ism2"
"4187" "chr12" 87309571 87309971 195 145 196 165 154 158 "Sptlc2"
"4188" "chr12" 87428727 87429127 529 561 622 1248 1494 512 "Mir3068"
"4189" "chr12" 87450218 87450777 1055 794 899 2862 1942 880 "Snw1"
"4190" "chr12" 87516732 87517382 24 17 32 114 69 48 "Gm8300"
"4191" "chr12" 87876564 87877058 14 8 13 84 87 45 "Gm2016"
"4192" "chr12" 87876564 87877058 14 8 13 84 87 45 "Gm2022"
"4193" "chr12" 87895164 87895952 64 41 62 283 212 145 "Gm2022"
"4194" "chr12" 87895164 87895952 64 41 62 283 212 145 "Gm2042"
"4195" "chr12" 88271457 88272035 42 47 53 254 185 117 "Gm5662"
"4196" "chr12" 88320995 88321673 31 14 24 113 106 56 "Gm5039"
"4197" "chr12" 88368714 88369114 16 14 22 34 45 21 "Adck1"
"4198" "chr12" 88368714 88369114 16 14 22 34 45 21 "3200001D21Rik"
"4199" "chr12" 89597245 89597645 22 14 19 23 8 11 "Nrxn3"
"4200" "chr12" 91120520 91120920 17 39 34 44 36 31 "Mir669c"
"4201" "chr12" 91120520 91120920 17 39 34 44 36 31 "Cep128"
"4202" "chr12" 91121087 91121487 19 24 26 34 10 32 "Mir669c"
"4203" "chr12" 91121087 91121487 19 24 26 34 10 32 "Cep128"
"4204" "chr12" 91164115 91164793 14 19 28 24 28 20 "Cep128"
"4205" "chr12" 91190691 91191091 10 5 11 15 16 6 "Cep128"
"4206" "chr12" 91234019 91234419 13 36 18 34 65 12 "Cep128"
"4207" "chr12" 91255494 91255894 79 75 106 106 131 77 "Cep128"
"4208" "chr12" 91260146 91260546 495 569 586 518 692 421 "Cep128"
"4209" "chr12" 91317663 91318256 61 104 82 112 194 116 "Cep128"
"4210" "chr12" 91318366 91318766 14 19 12 20 33 18 "Cep128"
"4211" "chr12" 91319476 91319876 25 26 33 46 19 45 "Cep128"
"4212" "chr12" 91414106 91414506 1 3 0 4 14 2 "Tshr"
"4213" "chr12" 91559571 91559971 1391 1196 1657 2525 2010 1149 "Gtf2a1"
"4214" "chr12" 91562831 91563231 35 21 52 29 39 5 "Gtf2a1"
"4215" "chr12" 91567450 91567850 271 272 343 439 297 142 "Gtf2a1"
"4216" "chr12" 91639198 91640002 93 73 114 192 243 118 "Ston2"
"4217" "chr12" 91641705 91642105 37 27 50 100 127 61 "Ston2"
"4218" "chr12" 91647183 91648165 475 426 517 1511 1374 888 "Ston2"
"4219" "chr12" 91684525 91685230 180 222 225 504 475 438 "Ston2"
"4220" "chr12" 91808481 91809131 1767 1916 2165 1236 1648 1345 "Sel1l"
"4221" "chr12" 95780418 95780818 163 168 196 102 97 109 "Flrt2"
"4222" "chr12" 98465168 98465568 15 12 8 2 19 4 "Kcnk10"
"4223" "chr12" 98639844 98640244 56 72 98 60 69 71 "Spata7"
"4224" "chr12" 98669388 98669788 41 35 44 33 63 19 "Spata7"
"4225" "chr12" 98676654 98677054 26 27 31 29 20 35 "Ptpn21"
"4226" "chr12" 98688342 98688742 151 157 192 183 142 136 "Ptpn21"
"4227" "chr12" 98688846 98689246 216 192 294 284 184 232 "Ptpn21"
"4228" "chr12" 98812985 98813385 116 118 187 143 164 198 "Eml5"
"4229" "chr12" 98813797 98814936 320 413 630 482 311 502 "Eml5"
"4230" "chr12" 98815037 98815437 62 63 67 82 72 53 "Eml5"
"4231" "chr12" 99196214 99196614 1433 1316 1803 2042 1887 1129 "Foxn3"
"4232" "chr12" 99291114 99291514 39 25 31 28 4 27 "Foxn3"
"4233" "chr12" 99341328 99341728 80 76 81 83 86 85 "Foxn3"
"4234" "chr12" 99388393 99388793 1923 1910 2326 1995 2513 1674 "Foxn3"
"4235" "chr12" 99730822 99732145 83 107 106 28 32 34 "Efcab11"
"4236" "chr12" 99804620 99805020 27 47 39 14 23 22 "Efcab11"
"4237" "chr12" 99891194 99891804 253 226 283 365 348 143 "Tdp1"
"4238" "chr12" 99894535 99894935 54 46 45 82 63 37 "Tdp1"
"4239" "chr12" 100114677 100115077 283 207 182 911 379 266 "Psmc1"
"4240" "chr12" 100130416 100131212 523 416 523 1159 1391 558 "Nrde2"
"4241" "chr12" 100132219 100132619 36 33 50 83 82 62 "Nrde2"
"4242" "chr12" 100143687 100144087 194 150 196 311 266 168 "Nrde2"
"4243" "chr12" 100301047 100301447 127 120 156 164 140 98 "Ttc7b"
"4244" "chr12" 100550748 100551475 471 432 565 464 404 247 "Rps6ka5"
"4245" "chr12" 100559875 100560462 69 94 68 59 56 62 "Rps6ka5"
"4246" "chr12" 100912376 100912776 71 63 96 97 109 39 "Mir1190"
"4247" "chr12" 100913026 100913735 1213 1246 1107 1547 1497 964 "Mir1190"
"4248" "chr12" 100922261 100922661 150 163 175 187 158 193 "Mir1190"
"4249" "chr12" 100941033 100941433 430 440 463 486 388 351 "Mir1190"
"4250" "chr12" 100941923 100942323 150 133 141 143 288 131 "Mir1190"
"4251" "chr12" 100944886 100945924 2319 2210 2324 3589 4708 2513 "Mir1190"
"4252" "chr12" 101040086 101040486 2751 2329 2876 5153 3591 2160 "Smek1"
"4253" "chr12" 101055650 101056050 448 471 539 575 245 453 "Smek1"
"4254" "chr12" 101058357 101058757 1426 1430 1724 2590 1982 1370 "Smek1"
"4255" "chr12" 101082657 101083057 624 637 772 1137 1655 844 "D130020L05Rik"
"4256" "chr12" 101082657 101083057 624 637 772 1137 1655 844 "Smek1"
"4257" "chr12" 101837302 101837702 496 577 701 282 319 328 "Trip11"
"4258" "chr12" 101878733 101879133 42 34 43 32 13 19 "Trip11"
"4259" "chr12" 101883223 101883623 610 639 799 566 545 472 "Trip11"
"4260" "chr12" 101883824 101884376 266 313 390 207 308 183 "Trip11"
"4261" "chr12" 101884647 101885047 364 427 596 371 302 273 "Trip11"
"4262" "chr12" 101885245 101885645 1604 1949 2255 1237 1708 1172 "Trip11"
"4263" "chr12" 101885772 101886172 474 607 761 462 423 399 "Trip11"
"4264" "chr12" 101918966 101919366 39 28 41 67 46 32 "Atxn3"
"4265" "chr12" 101996641 101997041 59 83 77 269 203 116 "Cpsf2"
"4266" "chr12" 102002454 102002854 84 71 82 220 147 62 "Cpsf2"
"4267" "chr12" 102003408 102003808 359 323 347 896 718 384 "Cpsf2"
"4268" "chr12" 102368924 102369324 29 24 44 67 66 59 "Rin3"
"4269" "chr12" 102471956 102472356 505 472 526 614 374 294 "Golga5"
"4270" "chr12" 102561659 102562224 476 429 582 540 521 551 "Chga"
"4271" "chr12" 102562489 102563184 458 529 618 420 535 439 "Chga"
"4272" "chr12" 102569859 102570259 1418 1240 1363 2916 2202 1168 "Mir1936"
"4273" "chr12" 102742095 102742495 488 405 492 1100 733 453 "Moap1"
"4274" "chr12" 102742095 102742495 488 405 492 1100 733 453 "AK010878"
"4275" "chr12" 102742572 102742972 379 328 386 746 557 307 "Moap1"
"4276" "chr12" 102742572 102742972 379 328 386 746 557 307 "AK010878"
"4277" "chr12" 102743033 102743433 112 98 107 264 169 94 "Moap1"
"4278" "chr12" 102743033 102743433 112 98 107 264 169 94 "AK010878"
"4279" "chr12" 102744566 102745076 127 132 128 325 334 222 "Tmem251"
"4280" "chr12" 102744566 102745076 127 132 128 325 334 222 "AK010878"
"4281" "chr12" 102747757 102748157 30 37 39 14 30 19 "AK010878"
"4282" "chr12" 102753799 102754199 773 593 598 1403 1070 444 "Gm20604"
"4283" "chr12" 102753799 102754199 773 593 598 1403 1070 444 "AK010878"
"4284" "chr12" 102757074 102757474 166 173 135 147 266 164 "Gm20604"
"4285" "chr12" 102757074 102757474 166 173 135 147 266 164 "AK010878"
"4286" "chr12" 102785080 102785942 1347 1245 1572 2107 1675 946 "Btbd7"
"4287" "chr12" 102837544 102837944 139 164 191 169 252 127 "Btbd7"
"4288" "chr12" 102867659 102868334 31 25 42 35 35 53 "Btbd7"
"4289" "chr12" 103404495 103404895 173 172 198 218 180 125 "Otub2"
"4290" "chr12" 103418020 103418420 37 24 25 52 22 19 "Ddx24"
"4291" "chr12" 103418964 103419364 1085 906 1027 2840 3322 1303 "Ddx24"
"4292" "chr12" 103424183 103424583 1571 1359 1491 3696 3098 1342 "Ddx24"
"4293" "chr12" 104265409 104265809 14 10 26 27 12 9 "Serpina3i"
"4294" "chr12" 104691377 104691777 354 400 466 775 497 317 "Dicer1"
"4295" "chr12" 104694540 104694940 274 230 316 306 211 241 "Dicer1"
"4296" "chr12" 104696423 104696823 1146 1057 1245 1991 2647 1174 "Dicer1"
"4297" "chr12" 104696947 104697347 63 58 75 107 127 55 "Dicer1"
"4298" "chr12" 104700294 104700694 76 76 79 101 58 54 "Dicer1"
"4299" "chr12" 104702357 104703006 759 775 972 1424 946 727 "Dicer1"
"4300" "chr12" 104721918 104722318 349 324 421 417 456 355 "Dicer1"
"4301" "chr12" 104776941 104777341 18 23 51 55 98 37 "Clmn"
"4302" "chr12" 104780317 104780717 19 20 26 30 30 16 "Clmn"
"4303" "chr12" 104781154 104781554 57 58 83 110 96 76 "Clmn"
"4304" "chr12" 104931084 104931826 62 57 87 98 141 86 "Syne3"
"4305" "chr12" 105040389 105040789 100 53 62 251 142 116 "Glrx5"
"4306" "chr12" 105381643 105382043 30 18 15 90 72 42 "Tunar"
"4307" "chr12" 105592438 105592838 14 10 10 30 68 20 "Bdkrb2"
"4308" "chr12" 105676948 105677348 22 25 38 39 49 20 "Atg2b"
"4309" "chr12" 105836663 105837063 1093 1055 1075 1807 1222 809 "Papola"
"4310" "chr12" 107913449 107913849 29 23 45 26 36 20 "Bcl11b"
"4311" "chr12" 107915288 107915688 123 74 137 92 81 48 "Bcl11b"
"4312" "chr12" 107916216 107916616 59 29 57 60 68 21 "Bcl11b"
"4313" "chr12" 107916668 107917068 27 21 31 36 26 33 "Bcl11b"
"4314" "chr12" 108107158 108107558 473 418 612 1093 1032 545 "Setd3"
"4315" "chr12" 108221573 108221973 73 58 53 173 89 53 "Ccdc85c"
"4316" "chr12" 108274536 108274936 60 61 46 122 187 62 "Ccdc85c"
"4317" "chr12" 108468367 108468767 1 3 2 19 24 12 "Eml1"
"4318" "chr12" 108522497 108522897 5 3 4 9 12 6 "Eml1"
"4319" "chr12" 108793723 108794123 1454 1512 1851 2905 3657 1803 "Yy1"
"4320" "chr12" 108815688 108816088 259 262 326 621 477 279 "Yy1"
"4321" "chr12" 108834810 108835210 53 25 39 16 28 24 "Slc25a29"
"4322" "chr12" 109032725 109033125 25 29 38 62 56 31 "Begain"
"4323" "chr12" 109561459 109561859 863 990 1120 990 966 790 "Mir770"
"4324" "chr12" 109571255 109571655 1318 1018 1234 1213 1548 928 "Meg3"
"4325" "chr12" 109660719 109661119 1968 1844 2547 2242 2433 1533 "Rian"
"4326" "chr12" 110279951 110280784 47 42 27 56 141 53 "Dio3"
"4327" "chr12" 110476753 110477153 42 48 43 28 37 8 "Ppp2r5c"
"4328" "chr12" 110666601 110667001 1462 1431 1609 1684 1724 1055 "Dync1h1"
"4329" "chr12" 110667699 110668099 146 177 171 27 68 78 "1700001K19Rik"
"4330" "chr12" 110691242 110691642 2728 2083 2320 7535 5026 2883 "Hsp90aa1"
"4331" "chr12" 110692561 110692961 5767 4603 5436 23663 14557 6970 "Hsp90aa1"
"4332" "chr12" 110694090 110694490 21990 17246 21146 107199 71903 30021 "Hsp90aa1"
"4333" "chr12" 110793463 110793863 1990 2151 2555 2938 3139 1526 "Wdr20"
"4334" "chr12" 110794028 110794428 1808 1688 2052 2537 1850 1466 "Wdr20"
"4335" "chr12" 110855264 110855664 114 151 213 166 221 100 "Zfp839"
"4336" "chr12" 110868232 110868632 110 163 179 130 147 54 "Zfp839"
"4337" "chr12" 110868978 110869378 197 233 341 294 291 200 "Zfp839"
"4338" "chr12" 110873426 110873826 85 68 82 144 73 65 "Cinp"
"4339" "chr12" 110931427 110931827 183 193 203 223 365 234 "Tecpr2"
"4340" "chr12" 110932447 110932847 81 37 60 58 116 70 "Tecpr2"
"4341" "chr12" 110933154 110933554 538 526 612 792 885 666 "Tecpr2"
